record_id,date,hour,day_of_week,is_weekend,month,season,is_holiday,temperature_C,humidity_percent,wind_speed_kmph,precipitation_mm,building_type,square_footage,building_age_years,num_occupants,num_appliances,insulation_quality,energy_star_rating,solar_panel_installed,electricity_price_per_kWh,ac_usage_hours,heating_usage_hours,lighting_hours,previous_day_consumption_kWh,avg_weekly_consumption_kWh,energy_consumption_kWh
9199,2023-10-06,11,4,0,10,Autumn,0,14.6,49.3,21.8,0.0,Residential,1943.0,35,3,12,2,3,0,8.1,0.0,2.5,9.4,40.11,47.37,46.57
9200,2023-10-06,11,4,0,10,Autumn,0,17.1,81.4,16.8,0.0,Commercial,8601.0,26,34,58,2,5,0,6.07,0.0028491985949326004,0.7,3.5,136.05,164.08,155.84
9201,2023-10-06,12,4,0,10,Autumn,0,16.0,55.9,4.1,0.0,Industrial,26614.0,3,54,176,4,3,0,5.36,0.4427974134151053,3.6,5.7,438.67,423.06,437.6
9202,2023-10-06,14,4,0,10,Autumn,0,26.2,40.6,1.7,2.1,Industrial,39157.0,15,53,261,5,1,0,7.2,4.2,0.0,4.3,561.94,571.75,567.33
9203,2023-10-06,14,4,0,10,Autumn,0,19.9,59.5,5.2,0.0,Residential,1691.0,47,4,10,5,1,0,9.5,0.0,0.18710438494567586,6.3,39.26,38.31,40.54
9204,2023-10-06,15,4,0,10,Autumn,0,29.8,67.6,10.3,0.8,Commercial,8058.0,55,51,54,5,1,0,8.17,5.6,0.0,10.0,175.03,167.34,166.66
9205,2023-10-06,17,4,0,10,Autumn,0,29.3,61.2,1.0,0.0,Industrial,12595.0,5,49,85,5,1,0,8.31,6.0,0.7852928031143285,4.9,318.1,288.27,298.47
9206,2023-10-06,18,4,0,10,Autumn,0,32.1,50.4,9.8,0.7,Commercial,10876.0,24,33,72,5,2,0,5.83,8.1,0.5406800921821464,8.8,197.04,195.21,199.28
9207,2023-10-06,19,4,0,10,Autumn,0,27.9,54.5,19.5,0.0,Industrial,45871.0,35,42,307,3,3,0,9.26,1.5,0.0,9.7,680.32,584.28,626.28
9208,2023-10-06,19,4,0,10,Autumn,0,26.4,69.2,25.1,0.0,Commercial,2537.0,37,25,16,3,3,0,8.92,3.4,0.07211940040191311,3.5,103.04,97.79,97.38
9209,2023-10-06,21,4,0,10,Autumn,0,28.8,61.2,6.0,0.0,Residential,1637.0,33,5,11,4,3,1,6.41,6.9,0.9684042219141473,4.1,61.3,53.67,57.22
9210,2023-10-06,22,4,0,10,Autumn,0,32.4,84.3,11.2,0.0,Industrial,20810.0,59,58,136,1,5,0,7.56,6.2,0.7767995969544779,8.7,341.32,399.66,399.77
9211,2023-10-06,22,4,0,10,Autumn,0,35.5,61.2,4.5,0.0,Commercial,4212.0,34,28,27,3,4,0,7.31,9.7,0.4341047702946642,7.1,126.32,139.43,131.74
9212,2023-10-06,22,4,0,10,Autumn,0,30.7,41.7,3.3,0.0,Residential,1096.0,15,7,7,3,3,0,8.01,3.9,0.0,7.4,42.75,46.34,46.05
9213,2023-10-06,23,4,0,10,Autumn,0,24.3,57.6,12.2,1.3,Commercial,6430.0,8,31,46,1,4,0,9.76,4.7,0.32426942443639434,7.1,155.09,140.06,150.02
9214,2023-10-07,0,5,1,10,Autumn,0,24.1,53.2,3.7,0.0,Residential,1238.0,27,3,9,1,5,0,7.94,2.9,0.0,8.0,49.79,45.06,45.7
9215,2023-10-07,0,5,1,10,Autumn,0,22.5,41.4,6.4,0.2,Commercial,6305.0,0,33,42,1,5,0,6.48,0.8522796078527908,0.5499369760676034,4.4,133.58,143.97,135.15
9216,2023-10-07,1,5,1,10,Autumn,0,25.2,61.6,1.2,0.0,Residential,1519.0,5,4,12,1,5,0,9.88,3.0,0.1438128718630618,6.8,50.98,46.02,49.08
9217,2023-10-07,1,5,1,10,Autumn,0,24.7,55.0,19.1,0.0,Residential,1113.0,4,3,6,5,1,0,4.67,3.4,0.9962402430214208,3.8,31.38,31.4,31.93
9218,2023-10-07,5,5,1,10,Autumn,0,19.3,61.8,6.2,0.0,Industrial,31538.0,44,70,211,1,5,0,6.99,0.2200041407398055,0.3087189039596589,4.8,492.74,476.76,495.25
9219,2023-10-07,5,5,1,10,Autumn,0,16.5,82.0,24.6,0.0,Commercial,5768.0,10,35,39,2,4,0,6.22,0.3421350215222466,2.9,5.3,132.48,122.43,131.29
9220,2023-10-07,6,5,1,10,Autumn,0,15.3,58.4,12.9,0.0,Commercial,7650.0,14,31,50,4,2,0,6.81,1.055249802224262,2.4,6.9,146.26,152.18,148.52
9221,2023-10-07,6,5,1,10,Autumn,0,19.1,72.3,7.4,0.6,Commercial,14319.0,55,24,97,1,4,0,9.28,0.46047467977401607,0.34327358243458717,8.5,176.58,200.82,217.57
9222,2023-10-07,8,5,1,10,Autumn,0,19.5,57.7,4.5,0.0,Residential,1217.0,30,3,5,3,2,1,7.28,0.0,0.5585297121480071,5.8,29.11,26.51,28.06
9223,2023-10-07,8,5,1,10,Autumn,0,14.4,65.0,3.7,0.0,Commercial,5163.0,32,28,35,5,1,0,7.67,0.8919199283766874,2.9,1.0,134.64,125.51,117.72
9224,2023-10-07,8,5,1,10,Autumn,0,19.4,61.4,11.6,0.0,Residential,829.0,16,6,9,4,2,1,6.02,0.337212040382012,0.0,6.8,23.32,21.48,21.89
9225,2023-10-07,8,5,1,10,Autumn,0,20.8,63.2,6.3,0.7,Residential,814.0,44,8,7,2,4,0,8.14,0.5926964719099039,0.8733350103035713,4.0,41.62,37.28,37.27
9226,2023-10-07,8,5,1,10,Autumn,0,11.0,58.4,12.3,0.0,Commercial,5210.0,11,30,35,2,3,1,9.34,0.4931312137427316,4.3,10.3,116.12,121.35,122.48
9227,2023-10-07,8,5,1,10,Autumn,0,22.7,77.4,7.4,0.0,Commercial,5316.0,22,29,34,2,5,1,8.12,1.2899860479724117,0.0,6.4,118.5,102.04,111.85
9228,2023-10-07,11,5,1,10,Autumn,0,21.9,67.6,10.7,4.1,Industrial,34991.0,22,78,237,5,1,1,6.9,0.602970413026645,0.6488623615103822,8.8,501.76,525.3,511.14
9229,2023-10-07,12,5,1,10,Autumn,0,23.9,61.4,13.1,0.0,Industrial,300.0,18,63,2,2,3,0,8.54,0.9489822535524689,0.0,6.5,180.7,175.89,181.07
9230,2023-10-07,12,5,1,10,Autumn,0,17.9,70.9,5.7,0.0,Residential,1070.0,0,3,6,1,5,0,6.87,0.3462998260664146,1.1,5.5,30.66,29.49,30.49
9231,2023-10-07,13,5,1,10,Autumn,0,24.8,61.5,8.8,0.6,Residential,2273.0,37,2,15,4,3,0,7.71,4.2,0.0,7.0,50.43,48.77,50.36
9232,2023-10-07,13,5,1,10,Autumn,0,25.2,73.4,4.8,0.0,Commercial,5442.0,4,28,35,5,1,0,7.34,2.4,0.48837788652008934,3.3,133.2,124.87,121.25
9233,2023-10-07,14,5,1,10,Autumn,0,22.0,45.8,6.2,0.0,Residential,1629.0,27,3,10,5,1,0,6.1,0.7358266953889021,0.16928145562522667,5.3,36.93,35.41,34.27
9234,2023-10-07,15,5,1,10,Autumn,0,27.9,85.6,0.6,0.0,Industrial,30967.0,32,78,209,2,4,0,5.98,3.5,0.4068829338159189,6.8,450.43,498.25,502.34
9235,2023-10-07,15,5,1,10,Autumn,0,25.1,62.1,1.9,0.0,Residential,300.0,46,7,2,4,3,0,7.06,0.0,0.429896054656013,9.5,21.89,24.27,23.78
9236,2023-10-07,17,5,1,10,Autumn,0,26.4,46.3,3.3,0.0,Commercial,13205.0,11,27,89,2,5,0,6.21,1.6,0.9606835653529815,7.2,193.62,226.9,212.26
9237,2023-10-07,19,5,1,10,Autumn,0,29.2,69.0,6.9,0.0,Residential,300.0,56,3,2,5,1,1,5.75,3.0,0.08733923886321235,4.5,23.58,24.58,25.59
9238,2023-10-07,20,5,1,10,Autumn,0,30.5,75.5,1.3,0.5,Residential,488.0,17,4,2,2,3,0,7.75,6.4,0.0,2.9,28.71,38.55,36.82
9239,2023-10-07,22,5,1,10,Autumn,0,28.3,47.7,9.0,2.2,Residential,1271.0,30,1,11,1,5,0,9.42,5.0,0.0,9.6,48.06,45.38,48.18
9240,2023-10-07,22,5,1,10,Autumn,0,26.8,54.3,4.9,0.0,Residential,1408.0,34,5,9,4,3,0,6.45,1.7,0.2236371528884425,6.8,35.07,41.55,37.63
9241,2023-10-07,23,5,1,10,Autumn,0,29.4,72.2,11.8,0.0,Commercial,11185.0,6,20,77,4,2,0,9.94,2.5,0.44883538594099637,4.5,172.45,188.06,180.2
9242,2023-10-07,23,5,1,10,Autumn,0,29.9,66.8,6.1,0.0,Industrial,32993.0,22,54,222,5,1,0,9.17,7.4,0.9576862510792972,4.1,491.23,545.58,517.1
9243,2023-10-08,0,6,1,10,Autumn,0,27.4,54.7,17.6,0.0,Residential,1117.0,51,2,6,3,3,0,8.34,2.9,0.024869496159910298,7.2,32.73,36.7,37.71
9244,2023-10-08,0,6,1,10,Autumn,0,22.1,57.0,1.2,0.0,Industrial,31502.0,31,60,210,1,5,0,7.93,0.31466802914717784,0.2873280522775606,6.3,520.98,476.08,488.93
9245,2023-10-08,1,6,1,10,Autumn,0,23.8,45.0,5.3,0.0,Residential,2227.0,49,3,19,2,4,0,7.2,0.6306767268902168,0.005072755577467836,7.0,51.53,57.09,55.29
9246,2023-10-08,1,6,1,10,Autumn,0,23.0,48.1,2.8,0.0,Commercial,11806.0,5,31,78,5,2,0,7.32,0.0,0.4708702183607659,5.5,194.25,188.6,181.82
9247,2023-10-08,2,6,1,10,Autumn,0,29.2,39.9,9.4,0.0,Residential,1635.0,32,4,12,1,5,0,8.61,4.9,0.0,3.8,48.18,50.56,49.07
9248,2023-10-08,2,6,1,10,Autumn,0,24.4,55.8,3.3,0.0,Residential,1308.0,51,3,10,3,3,0,6.92,3.8,0.0,6.8,44.52,42.45,42.61
9249,2023-10-08,4,6,1,10,Autumn,0,20.2,68.1,2.0,0.0,Residential,1465.0,5,1,9,4,2,0,9.19,0.0,0.1334129461717651,5.3,31.76,31.44,32.06
9250,2023-10-08,6,6,1,10,Autumn,0,17.1,56.8,14.2,0.0,Commercial,15281.0,47,29,103,1,5,0,7.87,0.5597538605790243,2.4,3.2,229.1,234.89,229.75
9251,2023-10-08,6,6,1,10,Autumn,0,18.4,73.4,5.3,0.0,Commercial,7859.0,45,31,50,5,1,1,6.83,0.0,0.33396675712745083,8.6,116.91,140.02,133.01
9252,2023-10-08,7,6,1,10,Autumn,0,20.5,52.2,6.7,2.1,Residential,1207.0,41,1,10,4,3,1,7.75,0.0,0.4074561643794765,7.3,31.12,30.85,30.21
9253,2023-10-08,8,6,1,10,Autumn,0,12.5,42.1,4.1,0.0,Industrial,21758.0,29,59,145,3,4,0,8.21,0.7560549914535897,3.0,6.0,422.53,396.29,403.63
9254,2023-10-08,11,6,1,10,Autumn,0,20.4,73.9,5.3,0.0,Commercial,10844.0,12,28,68,4,1,0,8.16,1.0759543014597936,0.8358653154984628,4.7,189.5,163.43,170.34
9255,2023-10-08,11,6,1,10,Autumn,0,18.2,64.4,4.2,0.0,Residential,1674.0,16,2,11,5,1,1,6.85,0.48526848803628675,0.0,7.2,36.22,32.28,32.86
9256,2023-10-08,11,6,1,10,Autumn,0,21.0,74.7,9.3,0.0,Industrial,35667.0,40,68,235,4,2,1,9.41,0.47006330208461683,0.9631773301496886,4.2,566.04,516.18,512.52
9257,2023-10-08,12,6,1,10,Autumn,0,23.4,56.0,3.6,0.0,Residential,1134.0,8,9,6,1,4,0,7.81,0.0,0.9160196808209602,4.8,35.97,34.03,33.04
9258,2023-10-08,12,6,1,10,Autumn,0,18.9,79.1,4.1,0.0,Residential,678.0,21,4,4,1,5,0,7.81,0.0,0.9445153162088371,9.2,43.17,36.7,35.12
9259,2023-10-08,13,6,1,10,Autumn,0,18.3,47.1,6.9,0.4,Commercial,10490.0,14,21,71,3,4,0,7.01,0.7369901600273081,0.5791195056683489,10.1,166.71,176.45,179.07
9260,2023-10-08,14,6,1,10,Autumn,0,23.1,56.6,9.8,0.0,Residential,1643.0,30,6,9,2,5,1,6.24,0.24067722435087568,0.015798934970447653,5.7,36.65,38.63,37.49
9261,2023-10-08,16,6,1,10,Autumn,0,30.9,64.9,7.3,0.0,Industrial,17707.0,13,64,117,5,2,0,8.22,7.5,0.0,3.0,349.66,388.61,368.57
9262,2023-10-08,17,6,1,10,Autumn,0,30.7,54.4,14.0,0.0,Residential,2209.0,15,3,12,3,4,1,5.85,6.0,0.0,3.7,56.93,53.29,54.18
9263,2023-10-08,17,6,1,10,Autumn,0,27.1,62.7,2.7,1.6,Residential,1890.0,4,7,11,3,3,0,5.48,5.3,0.0,5.6,54.79,50.6,50.96
9264,2023-10-08,18,6,1,10,Autumn,0,27.3,75.0,3.9,0.0,Commercial,4228.0,5,26,31,1,5,1,7.34,3.1,0.048923137611096124,7.5,109.15,112.38,117.52
9265,2023-10-08,18,6,1,10,Autumn,0,27.5,64.5,2.8,0.0,Residential,1390.0,1,1,10,2,4,0,9.14,1.9,0.4936340829827688,7.5,37.02,36.32,37.37
9266,2023-10-08,19,6,1,10,Autumn,0,25.9,57.9,9.6,0.0,Residential,1132.0,51,3,5,1,4,0,5.6,3.7,1.058239837788046,6.6,41.07,40.28,44.65
9267,2023-10-08,22,6,1,10,Autumn,0,31.6,74.7,1.4,0.0,Residential,1793.0,52,6,14,4,1,0,6.66,4.1,0.0,5.8,53.64,51.59,52.13
9268,2023-10-08,22,6,1,10,Autumn,0,32.1,66.1,8.4,0.0,Commercial,6946.0,37,27,48,1,5,0,7.27,6.5,0.08732154414202747,6.9,140.13,154.98,157.0
9269,2023-10-08,23,6,1,10,Autumn,0,27.1,59.9,4.4,0.1,Residential,1068.0,45,4,7,1,5,1,5.68,2.0,0.0,7.9,42.12,41.44,40.25
9270,2023-10-09,0,0,0,10,Autumn,0,25.5,59.0,10.0,0.0,Residential,1678.0,25,4,13,3,2,0,4.98,4.1,0.0,8.3,65.43,53.56,57.96
9271,2023-10-09,0,0,0,10,Autumn,0,24.9,55.6,26.2,0.0,Residential,2276.0,13,6,18,5,2,0,6.14,1.2,0.0,8.3,38.61,38.54,40.26
9272,2023-10-09,1,0,0,10,Autumn,0,24.2,70.1,5.0,0.0,Residential,1530.0,6,4,10,2,5,0,7.23,3.7,0.19466221597137015,1.8,38.39,41.78,42.84
9273,2023-10-09,2,0,0,10,Autumn,0,21.8,70.6,7.7,0.0,Commercial,8488.0,44,25,55,4,1,0,7.57,0.47182524527977715,0.6922629517898611,4.7,134.28,144.72,149.23
9274,2023-10-09,3,0,0,10,Autumn,0,22.0,75.2,0.8,0.0,Residential,1004.0,15,2,8,4,2,0,6.11,0.0,0.5471575521429443,8.2,31.26,28.6,27.63
9275,2023-10-09,3,0,0,10,Autumn,0,24.8,65.2,5.6,0.0,Residential,1106.0,50,3,6,5,2,0,7.51,5.4,0.24279213429347662,2.6,34.6,33.89,34.42
9276,2023-10-09,4,0,0,10,Autumn,0,23.1,53.5,8.2,0.0,Residential,1849.0,33,3,11,4,2,1,9.05,0.7730219329565748,0.7556262795685817,6.7,42.28,40.77,41.13
9277,2023-10-09,4,0,0,10,Autumn,0,18.5,64.0,10.3,0.0,Residential,1549.0,45,3,9,5,2,0,7.2,0.9126222197136473,0.09355830477948321,1.0,26.91,31.01,30.67
9278,2023-10-09,4,0,0,10,Autumn,0,21.5,53.3,7.3,0.0,Industrial,31650.0,39,48,212,5,1,1,4.18,0.45626957004726226,0.5766888215274573,5.2,505.66,468.8,459.5
9279,2023-10-09,4,0,0,10,Autumn,0,22.9,61.9,3.7,0.0,Residential,747.0,21,5,7,3,4,0,6.98,0.6059083722903148,0.2788096517180831,6.1,29.01,34.84,33.4
9280,2023-10-09,5,0,0,10,Autumn,0,16.9,76.9,1.2,1.2,Commercial,11607.0,22,34,77,4,2,0,8.34,1.5412543333584674,2.5,6.2,188.23,182.21,187.78
9281,2023-10-09,5,0,0,10,Autumn,0,20.2,74.2,4.4,0.0,Industrial,29358.0,48,52,198,1,4,0,8.78,0.380408460670569,0.0,7.5,466.91,459.36,464.41
9282,2023-10-09,7,0,0,10,Autumn,0,21.8,70.9,6.8,0.0,Industrial,37105.0,51,58,247,3,4,0,7.23,0.8617539627619183,0.5255988534933358,3.8,467.49,500.79,544.5
9283,2023-10-09,8,0,0,10,Autumn,0,17.3,59.7,4.8,0.0,Commercial,7914.0,30,23,53,5,2,0,5.61,1.1611486880805995,2.5,7.0,154.85,161.26,151.22
9284,2023-10-09,8,0,0,10,Autumn,0,11.9,70.8,14.7,0.0,Residential,1944.0,49,5,11,2,5,1,6.79,0.7041073825924192,3.9,8.6,48.74,49.97,49.2
9285,2023-10-09,8,0,0,10,Autumn,0,10.4,52.3,2.8,0.0,Residential,2198.0,4,4,14,1,5,0,8.79,1.120074537760987,6.0,5.8,56.28,59.96,59.56
9286,2023-10-09,10,0,0,10,Autumn,0,19.7,42.5,4.7,0.0,Residential,2495.0,56,3,19,3,4,1,7.53,0.43782285124578907,0.9446740458104494,6.3,57.06,51.08,50.92
9287,2023-10-09,11,0,0,10,Autumn,0,20.1,63.3,2.8,0.0,Residential,2374.0,57,4,15,1,5,0,7.99,0.14327598898989874,1.0837927490337287,8.1,45.42,44.29,46.09
9288,2023-10-09,14,0,0,10,Autumn,0,24.6,55.5,3.9,0.0,Industrial,30297.0,30,49,200,5,1,1,6.18,2.8,0.8875358864675851,5.1,428.77,462.82,449.43
9289,2023-10-09,17,0,0,10,Autumn,0,29.7,81.4,7.4,0.0,Commercial,8638.0,26,33,56,2,4,0,7.66,2.8,0.8132453584206183,5.2,166.73,153.54,159.22
9290,2023-10-09,17,0,0,10,Autumn,0,23.8,79.6,1.3,1.7,Commercial,5562.0,17,30,33,1,5,0,6.94,1.2481704452040212,1.3232157573336774,4.8,132.92,137.56,130.28
9291,2023-10-09,18,0,0,10,Autumn,0,26.8,51.7,16.2,0.0,Commercial,4264.0,51,40,26,5,1,1,7.58,4.0,0.0,4.0,111.74,110.9,109.94
9292,2023-10-09,19,0,0,10,Autumn,0,31.1,68.3,9.0,2.5,Residential,345.0,49,4,2,5,2,0,9.7,5.3,0.3274218290505967,2.7,29.17,29.44,30.08
9293,2023-10-09,19,0,0,10,Autumn,0,32.0,36.3,3.1,0.0,Residential,997.0,15,4,5,4,1,0,5.4,6.8,1.1043260434288822,6.2,44.39,43.07,43.08
9294,2023-10-09,19,0,0,10,Autumn,0,29.0,64.1,9.4,0.0,Residential,1415.0,56,4,9,1,4,0,7.06,1.8,0.1434180342732294,6.2,42.91,43.57,46.94
9295,2023-10-09,19,0,0,10,Autumn,0,25.5,63.8,4.8,0.0,Residential,447.0,16,3,2,2,3,0,7.98,5.1,0.0651378348687851,8.1,37.06,32.29,35.09
9296,2023-10-09,19,0,0,10,Autumn,0,30.8,48.1,4.3,0.0,Residential,945.0,16,5,7,5,2,0,6.67,8.4,0.5437637551309957,5.7,45.51,42.58,45.79
9297,2023-10-09,20,0,0,10,Autumn,0,30.2,62.0,19.6,0.0,Residential,1728.0,5,1,12,1,5,0,6.45,3.8,0.0,4.6,51.15,53.06,48.99
9298,2023-10-09,20,0,0,10,Autumn,0,26.8,48.9,17.0,0.4,Residential,1134.0,22,3,5,4,3,0,7.77,3.6,0.435667007828196,6.4,34.87,40.95,39.26
9299,2023-10-09,20,0,0,10,Autumn,0,24.0,70.2,1.2,0.0,Residential,1755.0,34,2,14,2,4,0,8.63,4.4,0.027307393472980668,8.4,44.81,50.54,54.09
9300,2023-10-09,20,0,0,10,Autumn,0,31.7,62.2,4.5,0.0,Commercial,8708.0,55,38,59,2,4,0,8.94,6.1,0.6789235360494146,6.6,171.29,172.88,178.8
9301,2023-10-09,21,0,0,10,Autumn,0,27.9,77.9,8.3,0.0,Residential,1651.0,49,4,13,1,5,0,4.14,5.0,0.0,5.3,53.7,60.15,56.18
9302,2023-10-09,22,0,0,10,Autumn,0,29.8,41.6,3.5,0.0,Commercial,8857.0,58,42,59,3,4,0,7.62,5.2,0.6524386079944116,5.0,168.58,169.15,170.69
9303,2023-10-09,22,0,0,10,Autumn,0,29.6,49.6,3.2,1.5,Industrial,27253.0,1,46,183,4,3,0,7.47,8.3,0.5669445866707682,5.4,434.84,461.67,458.18
9304,2023-10-09,22,0,0,10,Autumn,0,25.8,54.2,5.5,0.0,Residential,1607.0,0,3,14,2,4,0,5.58,2.6,0.0,6.8,38.89,40.25,40.06
9305,2023-10-09,22,0,0,10,Autumn,0,30.4,65.9,1.8,0.0,Industrial,17799.0,50,57,121,1,5,0,6.9,4.3,0.0059171268374300645,8.1,319.53,344.42,372.71
9306,2023-10-09,22,0,0,10,Autumn,0,26.6,63.3,8.8,0.0,Commercial,8078.0,6,27,55,5,2,1,7.03,5.3,0.3717819815240856,11.8,158.59,160.26,152.63
9307,2023-10-09,23,0,0,10,Autumn,0,23.8,65.1,3.8,0.0,Residential,2109.0,10,3,10,4,1,0,10.06,0.0,0.0,10.2,36.14,34.87,34.4
9308,2023-10-10,0,1,0,10,Autumn,0,22.1,52.2,4.8,0.0,Industrial,26951.0,37,62,181,1,5,0,8.17,0.30559985932398154,0.18223345921489376,5.6,434.63,480.42,445.84
9309,2023-10-10,0,1,0,10,Autumn,0,27.0,37.2,24.1,0.0,Residential,2011.0,20,1,14,3,4,0,9.27,3.0,0.6616213903730251,6.3,52.78,46.37,47.53
9310,2023-10-10,2,1,0,10,Autumn,0,28.8,50.9,11.3,0.0,Commercial,11801.0,33,28,78,2,4,0,8.27,2.1,0.5179446433086792,6.2,208.78,194.86,191.85
9311,2023-10-10,2,1,0,10,Autumn,0,24.1,76.9,12.0,0.1,Commercial,8976.0,53,21,59,1,5,0,8.49,3.0,0.0,2.8,149.56,171.05,163.89
9312,2023-10-10,3,1,0,10,Autumn,0,27.8,52.6,21.1,0.0,Residential,1925.0,55,6,14,1,5,0,7.33,4.9,0.30826925704821967,5.5,63.53,55.18,58.83
9313,2023-10-10,3,1,0,10,Autumn,0,26.8,62.1,7.0,0.0,Residential,1669.0,53,3,14,2,5,0,6.19,5.6,0.6572127748261664,8.6,63.45,62.16,59.3
9314,2023-10-10,4,1,0,10,Autumn,0,22.5,60.7,3.6,0.0,Residential,1405.0,36,7,9,3,2,1,7.11,0.309585334096777,0.29827682781572196,4.0,29.19,30.91,29.73
9315,2023-10-10,4,1,0,10,Autumn,0,25.7,62.2,1.8,0.0,Industrial,30263.0,28,57,201,3,2,1,6.52,1.6,0.8931423778196943,7.7,415.68,483.68,457.19
9316,2023-10-10,5,1,0,10,Autumn,0,24.1,44.0,9.8,1.4,Residential,1704.0,52,3,10,4,3,0,10.64,0.0,0.48082185679841716,6.5,43.16,42.17,43.17
9317,2023-10-10,6,1,0,10,Autumn,0,22.3,69.8,4.5,0.0,Industrial,29264.0,8,70,192,3,4,0,7.02,1.2170602516277607,0.7521218379433103,4.2,466.48,447.77,468.11
9318,2023-10-10,8,1,0,10,Autumn,0,12.3,58.8,17.4,0.0,Industrial,12058.0,7,61,80,1,4,0,3.77,0.6401492755125757,3.8,7.7,273.26,325.88,304.85
9319,2023-10-10,9,1,0,10,Autumn,0,17.5,87.7,2.8,0.0,Residential,1037.0,15,3,8,1,5,0,7.25,0.6588147702074034,1.7,5.6,40.18,44.43,41.78
9320,2023-10-10,9,1,0,10,Autumn,0,16.1,55.5,7.0,0.0,Residential,877.0,55,4,7,1,5,0,7.07,0.8146744725551336,3.0,8.1,39.5,43.8,43.91
9321,2023-10-10,9,1,0,10,Autumn,0,21.7,71.7,2.7,0.0,Residential,1784.0,55,3,10,4,3,0,8.95,0.0,0.6083718756702242,9.5,48.69,45.11,41.88
9322,2023-10-10,12,1,0,10,Autumn,0,20.1,55.3,13.9,0.9,Residential,1942.0,55,6,14,5,2,1,10.03,0.0,0.664995218077536,6.6,37.82,38.34,39.44
9323,2023-10-10,12,1,0,10,Autumn,0,26.3,83.0,0.3,0.0,Commercial,9818.0,22,26,65,2,3,1,8.03,1.9,0.27361590952451004,11.2,182.18,165.59,161.18
9324,2023-10-10,13,1,0,10,Autumn,0,22.8,68.8,4.8,0.0,Residential,1313.0,59,5,6,2,4,0,6.62,0.2297970164689742,0.0,7.9,30.87,30.69,30.43
9325,2023-10-10,14,1,0,10,Autumn,0,23.9,44.6,16.7,1.1,Residential,1941.0,15,1,9,5,1,0,5.14,0.6908453278151083,0.3725898539943218,2.5,24.8,25.28,24.71
9326,2023-10-10,14,1,0,10,Autumn,0,22.9,76.9,6.4,0.0,Commercial,6251.0,52,36,42,3,4,0,8.06,1.2363707424327655,0.8725817781243899,8.6,133.26,136.25,138.82
9327,2023-10-10,15,1,0,10,Autumn,0,25.0,69.3,9.8,2.4,Commercial,8576.0,17,32,60,3,2,0,8.06,2.7,0.0,6.0,145.05,162.25,164.44
9328,2023-10-10,15,1,0,10,Autumn,0,26.4,54.4,6.1,0.0,Commercial,9692.0,26,30,61,1,5,0,8.69,6.0,0.0,5.7,177.89,180.05,180.04
9329,2023-10-10,16,1,0,10,Autumn,0,26.8,40.6,16.1,0.0,Residential,1586.0,13,1,11,1,5,0,9.27,1.5,0.2744976885041608,3.9,35.25,40.67,40.82
9330,2023-10-10,17,1,0,10,Autumn,0,26.8,74.4,7.4,0.0,Residential,1866.0,48,8,12,4,2,0,8.07,2.7,0.389925805053657,5.6,43.57,39.82,40.72
9331,2023-10-10,18,1,0,10,Autumn,0,28.0,80.7,3.6,0.0,Residential,1435.0,8,2,9,1,5,0,8.85,1.9,0.5337734771707224,8.4,39.98,36.9,36.88
9332,2023-10-10,18,1,0,10,Autumn,0,34.7,73.4,20.3,0.0,Residential,1874.0,49,5,14,2,4,0,6.71,7.4,0.23349580659978023,6.2,64.45,68.38,61.78
9333,2023-10-10,19,1,0,10,Autumn,0,35.8,70.4,0.9,0.7,Industrial,18386.0,50,61,121,1,5,0,7.42,5.1,0.5128062416353829,4.1,376.05,401.84,370.84
9334,2023-10-10,19,1,0,10,Autumn,0,28.4,66.7,1.1,1.7,Residential,1083.0,7,3,9,5,1,1,5.7,3.9,0.5350078409222644,7.8,40.2,43.04,41.91
9335,2023-10-10,19,1,0,10,Autumn,0,32.3,72.7,8.8,0.0,Residential,1515.0,31,2,12,1,5,0,6.94,4.6,0.12930280720227685,7.2,53.06,53.26,53.85
9336,2023-10-10,20,1,0,10,Autumn,0,27.5,56.9,2.4,0.0,Residential,829.0,29,3,7,5,1,0,7.56,3.2,1.0736664138777943,7.7,37.44,34.54,35.34
9337,2023-10-10,21,1,0,10,Autumn,0,28.8,38.2,6.5,0.0,Commercial,12190.0,0,26,83,5,2,0,7.66,6.8,0.16091395731653643,5.8,186.15,201.88,195.19
9338,2023-10-10,21,1,0,10,Autumn,0,26.5,69.1,2.5,0.0,Residential,1621.0,8,1,9,4,1,0,8.31,4.4,0.10493967758943518,6.2,29.49,27.39,31.84
9339,2023-10-10,23,1,0,10,Autumn,0,31.3,64.7,6.9,0.0,Residential,1792.0,15,2,11,1,5,0,6.73,4.0,0.6348620313400681,5.0,49.58,51.95,50.33
9340,2023-10-11,0,2,0,10,Autumn,0,28.5,43.2,1.1,0.0,Industrial,22697.0,5,54,149,3,4,1,6.79,5.8,0.5178310523261406,3.4,437.91,412.74,382.23
9341,2023-10-11,0,2,0,10,Autumn,0,29.0,33.7,5.2,0.0,Residential,1769.0,50,4,11,3,2,0,10.0,7.7,0.0627484892569374,6.8,57.41,62.3,59.55
9342,2023-10-11,0,2,0,10,Autumn,0,29.7,61.0,8.9,0.0,Commercial,9917.0,55,35,65,5,1,0,3.9,2.1,0.7266102418736283,4.2,186.47,147.73,167.54
